image,class
v_ModifiedSteeple_35.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_35.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_35.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_35.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_35.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_36.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_36.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_36.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_36.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_36.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_36.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_36.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_36.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_36.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_36.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_36.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_36.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_37.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_37.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_37.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_37.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_37.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_37.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_37.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_37.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_37.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_37.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_37.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_38.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_38.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_38.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_38.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_38.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_38.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_38.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_38.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_39.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_39.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_39.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_39.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_39.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_39.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_39.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_39.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_39.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_4.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_4.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_4.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_4.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_4.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_4.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_4.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_4.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_4.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_4.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_4.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_40.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_40.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_40.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_40.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_40.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_40.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_40.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_40.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_41.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_41.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_41.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_41.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_41.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_41.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_41.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_42.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_42.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_42.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_42.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_42.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_42.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_42.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_42.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_43.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_43.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_43.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_43.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_43.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_43.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_43.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_43.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_43.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_43.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_43.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_43.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_44.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_44.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_44.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_44.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_44.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_44.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_44.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_44.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_44.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_44.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_44.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_44.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_45.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_45.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_45.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_45.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_45.avi_frame12.jpg,ModifiedSteeple
v_ModifiedSteeple_45.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_45.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_45.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_45.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_45.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_45.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_45.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_45.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_46.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_46.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_46.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_46.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_46.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_46.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_46.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_46.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_46.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_46.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_46.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_46.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_47.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_47.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_47.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_47.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_47.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_47.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_47.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_47.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_47.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_47.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_47.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_48.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_48.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_48.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_48.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_48.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_48.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_48.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_48.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_48.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_48.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_48.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_48.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_49.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_49.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_49.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_49.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_49.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_49.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_49.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_49.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_49.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_49.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_49.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_49.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_5.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_5.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_5.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_5.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_5.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_5.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_5.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_5.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_5.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_5.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_5.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_5.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_50.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_50.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_50.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_50.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_50.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_50.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_50.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_50.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_50.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_50.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_50.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_50.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_51.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_51.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_51.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_51.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_51.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_51.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_51.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_51.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_51.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_51.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_51.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_51.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_53.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_53.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_53.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_53.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_53.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_53.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_53.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_53.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_53.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_53.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_53.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_53.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_54.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_54.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_54.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_54.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_54.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_54.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_54.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_54.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_54.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_54.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_54.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_54.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_55.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_55.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_55.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_55.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_55.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_55.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_55.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_55.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_55.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_55.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_55.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_56.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_56.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_56.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_56.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_56.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_56.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_56.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_56.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_56.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_56.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_56.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_57.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_57.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_57.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_57.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_57.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_57.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_57.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_57.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_57.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_57.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_57.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_57.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_58.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_58.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_58.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_58.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_58.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_58.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_58.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_58.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_58.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_58.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_58.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_58.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_59.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_59.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_59.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_59.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_59.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_59.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_59.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_59.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_59.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_59.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_59.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_59.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_6.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_6.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_6.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_6.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_6.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_6.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_6.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_6.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_60.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_60.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_60.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_60.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_60.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_60.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_60.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_60.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_60.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_60.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_60.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_60.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_61.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_61.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_61.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_61.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_61.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_61.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_61.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_61.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_61.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_61.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_61.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_61.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_62.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_62.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_62.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_62.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_62.avi_frame12.jpg,ModifiedSteeple
v_ModifiedSteeple_62.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_62.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_62.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_62.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_62.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_62.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_62.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_62.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_63.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_63.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_63.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_63.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_63.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_63.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_63.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_63.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_63.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_63.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_63.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_63.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_64.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_64.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_64.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_64.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_64.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_64.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_64.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_64.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_64.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_64.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_64.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_64.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_65.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_65.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_65.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_65.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_65.avi_frame12.jpg,ModifiedSteeple
v_ModifiedSteeple_65.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_65.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_65.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_65.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_65.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_65.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_65.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_65.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_66.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_66.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_66.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_66.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_66.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_66.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_66.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_66.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_66.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_66.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_66.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_66.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_67.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_67.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_67.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_67.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_67.avi_frame12.jpg,ModifiedSteeple
v_ModifiedSteeple_67.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_67.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_67.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_67.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_67.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_67.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_67.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_67.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_68.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_68.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_68.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_68.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_68.avi_frame12.jpg,ModifiedSteeple
v_ModifiedSteeple_68.avi_frame13.jpg,ModifiedSteeple
v_ModifiedSteeple_68.avi_frame14.jpg,ModifiedSteeple
v_ModifiedSteeple_68.avi_frame15.jpg,ModifiedSteeple
v_ModifiedSteeple_68.avi_frame16.jpg,ModifiedSteeple
v_ModifiedSteeple_68.avi_frame17.jpg,ModifiedSteeple
v_ModifiedSteeple_68.avi_frame18.jpg,ModifiedSteeple
